date,activity,index,Activity,weekend
2021-01-06,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2021-01-06,Workplace,-0.19,Workplace,FALSE
2021-01-06,Residential,0.08,Residential,FALSE
2021-01-07,Retail and Recreation,-0.11,Retail and Recreation,FALSE
2021-01-07,Workplace,-0.19,Workplace,FALSE
2021-01-07,Residential,0.085,Residential,FALSE
2021-01-08,Retail and Recreation,-0.15,Retail and Recreation,FALSE
2021-01-08,Workplace,-0.18,Workplace,FALSE
2021-01-08,Residential,0.09,Residential,FALSE
2021-01-09,Retail and Recreation,-0.12,Retail and Recreation,TRUE
2021-01-09,Workplace,-0.07,Workplace,TRUE
2021-01-09,Residential,0.05,Residential,TRUE
2021-01-10,Retail and Recreation,-0.14,Retail and Recreation,TRUE
2021-01-10,Workplace,-0.12,Workplace,TRUE
2021-01-10,Residential,0.05,Residential,TRUE
2021-01-11,Retail and Recreation,-0.11,Retail and Recreation,FALSE
2021-01-11,Workplace,-0.185,Workplace,FALSE
2021-01-11,Residential,0.08,Residential,FALSE
2021-01-12,Retail and Recreation,-0.11,Retail and Recreation,FALSE
2021-01-12,Workplace,-0.2,Workplace,FALSE
2021-01-12,Residential,0.07,Residential,FALSE
2021-01-13,Retail and Recreation,-0.12,Retail and Recreation,FALSE
2021-01-13,Workplace,-0.195,Workplace,FALSE
2021-01-13,Residential,0.07,Residential,FALSE
2021-01-14,Retail and Recreation,-0.125,Retail and Recreation,FALSE
2021-01-14,Workplace,-0.19,Workplace,FALSE
2021-01-14,Residential,0.07,Residential,FALSE
2021-01-15,Retail and Recreation,-0.16,Retail and Recreation,FALSE
2021-01-15,Workplace,-0.2,Workplace,FALSE
2021-01-15,Residential,0.08,Residential,FALSE
2021-01-16,Retail and Recreation,-0.18,Retail and Recreation,TRUE
2021-01-16,Workplace,-0.11,Workplace,TRUE
2021-01-16,Residential,0.06,Residential,TRUE
2021-01-17,Retail and Recreation,-0.21,Retail and Recreation,TRUE
2021-01-17,Workplace,-0.14,Workplace,TRUE
2021-01-17,Residential,0.05,Residential,TRUE
2021-01-18,Retail and Recreation,-0.13,Retail and Recreation,FALSE
2021-01-18,Workplace,-0.34,Workplace,FALSE
2021-01-18,Residential,0.12,Residential,FALSE
2021-01-19,Retail and Recreation,-0.14,Retail and Recreation,FALSE
2021-01-19,Workplace,-0.2,Workplace,FALSE
2021-01-19,Residential,0.08,Residential,FALSE
2021-01-20,Retail and Recreation,-0.16,Retail and Recreation,FALSE
2021-01-20,Workplace,-0.185,Workplace,FALSE
2021-01-20,Residential,0.08,Residential,FALSE
2021-01-21,Retail and Recreation,-0.14,Retail and Recreation,FALSE
2021-01-21,Workplace,-0.18,Workplace,FALSE
2021-01-21,Residential,0.07,Residential,FALSE
2021-01-22,Retail and Recreation,-0.16,Retail and Recreation,FALSE
2021-01-22,Workplace,-0.19,Workplace,FALSE
2021-01-22,Residential,0.08,Residential,FALSE
2021-01-23,Retail and Recreation,-0.12,Retail and Recreation,TRUE
2021-01-23,Workplace,-0.08,Workplace,TRUE
2021-01-23,Residential,0.04,Residential,TRUE
2021-01-24,Retail and Recreation,-0.25,Retail and Recreation,TRUE
2021-01-24,Workplace,-0.13,Workplace,TRUE
2021-01-24,Residential,0.06,Residential,TRUE
2021-01-25,Retail and Recreation,-0.22,Retail and Recreation,FALSE
2021-01-25,Workplace,-0.19,Workplace,FALSE
2021-01-25,Residential,0.09,Residential,FALSE
2021-01-26,Retail and Recreation,-0.21,Retail and Recreation,FALSE
2021-01-26,Workplace,-0.24,Workplace,FALSE
2021-01-26,Residential,0.1,Residential,FALSE
2021-01-27,Retail and Recreation,-0.19,Retail and Recreation,FALSE
2021-01-27,Workplace,-0.185,Workplace,FALSE
2021-01-27,Residential,0.08,Residential,FALSE
2021-01-28,Retail and Recreation,-0.165,Retail and Recreation,FALSE
2021-01-28,Workplace,-0.22,Workplace,FALSE
2021-01-28,Residential,0.09,Residential,FALSE
2021-01-29,Retail and Recreation,-0.125,Retail and Recreation,FALSE
2021-01-29,Workplace,-0.18,Workplace,FALSE
2021-01-29,Residential,0.07,Residential,FALSE
2021-01-30,Retail and Recreation,-0.16,Retail and Recreation,TRUE
2021-01-30,Workplace,-0.075,Workplace,TRUE
2021-01-30,Residential,0.05,Residential,TRUE
2021-01-31,Retail and Recreation,-0.35,Retail and Recreation,TRUE
2021-01-31,Workplace,-0.17,Workplace,TRUE
2021-01-31,Residential,0.07,Residential,TRUE
2021-02-01,Retail and Recreation,-0.18,Retail and Recreation,FALSE
2021-02-01,Workplace,-0.24,Workplace,FALSE
2021-02-01,Residential,0.1,Residential,FALSE
2021-02-02,Retail and Recreation,-0.12,Retail and Recreation,FALSE
2021-02-02,Workplace,-0.2,Workplace,FALSE
2021-02-02,Residential,0.07,Residential,FALSE
2021-02-03,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2021-02-03,Workplace,-0.17,Workplace,FALSE
2021-02-03,Residential,0.06,Residential,FALSE
2021-02-04,Retail and Recreation,-0.175,Retail and Recreation,FALSE
2021-02-04,Workplace,-0.18,Workplace,FALSE
2021-02-04,Residential,0.08,Residential,FALSE
2021-02-05,Retail and Recreation,-0.18,Retail and Recreation,FALSE
2021-02-05,Workplace,-0.215,Workplace,FALSE
2021-02-05,Residential,0.1,Residential,FALSE
2021-02-06,Retail and Recreation,-0.145,Retail and Recreation,TRUE
2021-02-06,Workplace,-0.06,Workplace,TRUE
2021-02-06,Residential,0.045,Residential,TRUE
2021-02-07,Retail and Recreation,-0.3,Retail and Recreation,TRUE
2021-02-07,Workplace,-0.13,Workplace,TRUE
2021-02-07,Residential,0.05,Residential,TRUE
2021-02-08,Retail and Recreation,-0.18,Retail and Recreation,FALSE
2021-02-08,Workplace,-0.19,Workplace,FALSE
2021-02-08,Residential,0.08,Residential,FALSE
2021-02-09,Retail and Recreation,-0.17,Retail and Recreation,FALSE
2021-02-09,Workplace,-0.23,Workplace,FALSE
2021-02-09,Residential,0.09,Residential,FALSE
2021-02-10,Retail and Recreation,-0.19,Retail and Recreation,FALSE
2021-02-10,Workplace,-0.215,Workplace,FALSE
2021-02-10,Residential,0.09,Residential,FALSE
2021-02-11,Retail and Recreation,-0.165,Retail and Recreation,FALSE
2021-02-11,Workplace,-0.225,Workplace,FALSE
2021-02-11,Residential,0.1,Residential,FALSE
2021-02-12,Retail and Recreation,-0.13,Retail and Recreation,FALSE
2021-02-12,Workplace,-0.19,Workplace,FALSE
2021-02-12,Residential,0.09,Residential,FALSE
2021-02-13,Retail and Recreation,-0.09,Retail and Recreation,TRUE
2021-02-13,Workplace,-0.055,Workplace,TRUE
2021-02-13,Residential,0.04,Residential,TRUE
2021-02-14,Retail and Recreation,-0.11,Retail and Recreation,TRUE
2021-02-14,Workplace,-0.11,Workplace,TRUE
2021-02-14,Residential,0.04,Residential,TRUE
2021-02-15,Retail and Recreation,-0.43,Retail and Recreation,FALSE
2021-02-15,Workplace,-0.44,Workplace,FALSE
2021-02-15,Residential,0.19,Residential,FALSE
2021-02-16,Retail and Recreation,-0.49,Retail and Recreation,FALSE
2021-02-16,Workplace,-0.615,Workplace,FALSE
2021-02-16,Residential,0.27,Residential,FALSE
2021-02-17,Retail and Recreation,-0.195,Retail and Recreation,FALSE
2021-02-17,Workplace,-0.27,Workplace,FALSE
2021-02-17,Residential,0.11,Residential,FALSE
2021-02-18,Retail and Recreation,-0.23,Retail and Recreation,FALSE
2021-02-18,Workplace,-0.27,Workplace,FALSE
2021-02-18,Residential,0.13,Residential,FALSE
2021-02-19,Retail and Recreation,-0.16,Retail and Recreation,FALSE
2021-02-19,Workplace,-0.19,Workplace,FALSE
2021-02-19,Residential,0.09,Residential,FALSE
2021-02-20,Retail and Recreation,-0.11,Retail and Recreation,TRUE
2021-02-20,Workplace,-0.03,Workplace,TRUE
2021-02-20,Residential,0.04,Residential,TRUE
2021-02-21,Retail and Recreation,-0.17,Retail and Recreation,TRUE
2021-02-21,Workplace,-0.1,Workplace,TRUE
2021-02-21,Residential,0.04,Residential,TRUE
2021-02-22,Retail and Recreation,-0.13,Retail and Recreation,FALSE
2021-02-22,Workplace,-0.17,Workplace,FALSE
2021-02-22,Residential,0.07,Residential,FALSE
2021-02-23,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2021-02-23,Workplace,-0.17,Workplace,FALSE
2021-02-23,Residential,0.05,Residential,FALSE
2021-02-24,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2021-02-24,Workplace,-0.17,Workplace,FALSE
2021-02-24,Residential,0.05,Residential,FALSE
2021-02-25,Retail and Recreation,-0.065,Retail and Recreation,FALSE
2021-02-25,Workplace,-0.165,Workplace,FALSE
2021-02-25,Residential,0.06,Residential,FALSE
2021-02-26,Retail and Recreation,-0.09,Retail and Recreation,FALSE
2021-02-26,Workplace,-0.16,Workplace,FALSE
2021-02-26,Residential,0.055,Residential,FALSE
2021-02-27,Retail and Recreation,-0.03,Retail and Recreation,TRUE
2021-02-27,Workplace,-0.05,Workplace,TRUE
2021-02-27,Residential,0.01,Residential,TRUE
2021-02-28,Retail and Recreation,-0.08,Retail and Recreation,TRUE
2021-02-28,Workplace,-0.1,Workplace,TRUE
2021-02-28,Residential,0.03,Residential,TRUE
2021-03-01,Retail and Recreation,-0.055,Retail and Recreation,FALSE
2021-03-01,Workplace,-0.165,Workplace,FALSE
2021-03-01,Residential,0.055,Residential,FALSE
2021-03-02,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2021-03-02,Workplace,-0.17,Workplace,FALSE
2021-03-02,Residential,0.05,Residential,FALSE
2021-03-03,Retail and Recreation,0.01,Retail and Recreation,FALSE
2021-03-03,Workplace,-0.17,Workplace,FALSE
2021-03-03,Residential,0.04,Residential,FALSE
2021-03-04,Retail and Recreation,-0.02,Retail and Recreation,FALSE
2021-03-04,Workplace,-0.165,Workplace,FALSE
2021-03-04,Residential,0.045,Residential,FALSE
2021-03-05,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2021-03-05,Workplace,-0.16,Workplace,FALSE
2021-03-05,Residential,0.05,Residential,FALSE
2021-03-06,Retail and Recreation,-0.01,Retail and Recreation,TRUE
2021-03-06,Workplace,-0.07,Workplace,TRUE
2021-03-06,Residential,0.01,Residential,TRUE
2021-03-07,Retail and Recreation,-0.02,Retail and Recreation,TRUE
2021-03-07,Workplace,-0.1,Workplace,TRUE
2021-03-07,Residential,0.02,Residential,TRUE
2021-03-08,Retail and Recreation,-0.02,Retail and Recreation,FALSE
2021-03-08,Workplace,-0.17,Workplace,FALSE
2021-03-08,Residential,0.04,Residential,FALSE
2021-03-09,Retail and Recreation,0,Retail and Recreation,FALSE
2021-03-09,Workplace,-0.18,Workplace,FALSE
2021-03-09,Residential,0.04,Residential,FALSE
2021-03-10,Retail and Recreation,-0.015,Retail and Recreation,FALSE
2021-03-10,Workplace,-0.17,Workplace,FALSE
2021-03-10,Residential,0.05,Residential,FALSE
2021-03-11,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2021-03-11,Workplace,-0.165,Workplace,FALSE
2021-03-11,Residential,0.06,Residential,FALSE
2021-03-12,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2021-03-12,Workplace,-0.16,Workplace,FALSE
2021-03-12,Residential,0.05,Residential,FALSE
2021-03-13,Retail and Recreation,0.05,Retail and Recreation,TRUE
2021-03-13,Workplace,-0.07,Workplace,TRUE
2021-03-13,Residential,0,Residential,TRUE
2021-03-14,Retail and Recreation,-0.005,Retail and Recreation,TRUE
2021-03-14,Workplace,-0.11,Workplace,TRUE
2021-03-14,Residential,0.02,Residential,TRUE
2021-03-15,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2021-03-15,Workplace,-0.18,Workplace,FALSE
2021-03-15,Residential,0.07,Residential,FALSE
2021-03-16,Retail and Recreation,0.03,Retail and Recreation,FALSE
2021-03-16,Workplace,-0.185,Workplace,FALSE
2021-03-16,Residential,0.05,Residential,FALSE
2021-03-17,Retail and Recreation,0.15,Retail and Recreation,FALSE
2021-03-17,Workplace,-0.17,Workplace,FALSE
2021-03-17,Residential,0.03,Residential,FALSE
2021-03-18,Retail and Recreation,0.01,Retail and Recreation,FALSE
2021-03-18,Workplace,-0.18,Workplace,FALSE
2021-03-18,Residential,0.06,Residential,FALSE
2021-03-19,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-03-19,Workplace,-0.19,Workplace,FALSE
2021-03-19,Residential,0.04,Residential,FALSE
2021-03-20,Retail and Recreation,0.07,Retail and Recreation,TRUE
2021-03-20,Workplace,-0.085,Workplace,TRUE
2021-03-20,Residential,-0.01,Residential,TRUE
2021-03-21,Retail and Recreation,0.085,Retail and Recreation,TRUE
2021-03-21,Workplace,-0.1,Workplace,TRUE
2021-03-21,Residential,-0.005,Residential,TRUE
2021-03-22,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-03-22,Workplace,-0.25,Workplace,FALSE
2021-03-22,Residential,0.05,Residential,FALSE
2021-03-23,Retail and Recreation,0.045,Retail and Recreation,FALSE
2021-03-23,Workplace,-0.26,Workplace,FALSE
2021-03-23,Residential,0.05,Residential,FALSE
2021-03-24,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-03-24,Workplace,-0.25,Workplace,FALSE
2021-03-24,Residential,0.04,Residential,FALSE
2021-03-25,Retail and Recreation,-0.005,Retail and Recreation,FALSE
2021-03-25,Workplace,-0.26,Workplace,FALSE
2021-03-25,Residential,0.065,Residential,FALSE
2021-03-26,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2021-03-26,Workplace,-0.28,Workplace,FALSE
2021-03-26,Residential,0.06,Residential,FALSE
2021-03-27,Retail and Recreation,0.03,Retail and Recreation,TRUE
2021-03-27,Workplace,-0.08,Workplace,TRUE
2021-03-27,Residential,-0.01,Residential,TRUE
2021-03-28,Retail and Recreation,0.01,Retail and Recreation,TRUE
2021-03-28,Workplace,-0.12,Workplace,TRUE
2021-03-28,Residential,0.02,Residential,TRUE
2021-03-29,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-03-29,Workplace,-0.19,Workplace,FALSE
2021-03-29,Residential,0.04,Residential,FALSE
2021-03-30,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-03-30,Workplace,-0.21,Workplace,FALSE
2021-03-30,Residential,0.04,Residential,FALSE
2021-03-31,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-03-31,Workplace,-0.21,Workplace,FALSE
2021-03-31,Residential,0.05,Residential,FALSE
2021-04-01,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-04-01,Workplace,-0.2,Workplace,FALSE
2021-04-01,Residential,0.05,Residential,FALSE
2021-04-02,Retail and Recreation,0.065,Retail and Recreation,FALSE
2021-04-02,Workplace,-0.385,Workplace,FALSE
2021-04-02,Residential,0.09,Residential,FALSE
2021-04-03,Retail and Recreation,0.05,Retail and Recreation,TRUE
2021-04-03,Workplace,-0.14,Workplace,TRUE
2021-04-03,Residential,0,Residential,TRUE
2021-04-04,Retail and Recreation,-0.25,Retail and Recreation,TRUE
2021-04-04,Workplace,-0.23,Workplace,TRUE
2021-04-04,Residential,-0.01,Residential,TRUE
2021-04-05,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-04-05,Workplace,-0.225,Workplace,FALSE
2021-04-05,Residential,0.04,Residential,FALSE
2021-04-06,Retail and Recreation,0.1,Retail and Recreation,FALSE
2021-04-06,Workplace,-0.2,Workplace,FALSE
2021-04-06,Residential,0.03,Residential,FALSE
2021-04-07,Retail and Recreation,0.1,Retail and Recreation,FALSE
2021-04-07,Workplace,-0.2,Workplace,FALSE
2021-04-07,Residential,0.03,Residential,FALSE
2021-04-08,Retail and Recreation,0.05,Retail and Recreation,FALSE
2021-04-08,Workplace,-0.19,Workplace,FALSE
2021-04-08,Residential,0.05,Residential,FALSE
2021-04-09,Retail and Recreation,0.03,Retail and Recreation,FALSE
2021-04-09,Workplace,-0.19,Workplace,FALSE
2021-04-09,Residential,0.03,Residential,FALSE
2021-04-10,Retail and Recreation,0.02,Retail and Recreation,TRUE
2021-04-10,Workplace,-0.11,Workplace,TRUE
2021-04-10,Residential,0.02,Residential,TRUE
2021-04-11,Retail and Recreation,0.01,Retail and Recreation,TRUE
2021-04-11,Workplace,-0.14,Workplace,TRUE
2021-04-11,Residential,0.02,Residential,TRUE
2021-04-12,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-04-12,Workplace,-0.18,Workplace,FALSE
2021-04-12,Residential,0.03,Residential,FALSE
2021-04-13,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-04-13,Workplace,-0.17,Workplace,FALSE
2021-04-13,Residential,0.03,Residential,FALSE
2021-04-14,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-04-14,Workplace,-0.18,Workplace,FALSE
2021-04-14,Residential,0.03,Residential,FALSE
2021-04-15,Retail and Recreation,0.05,Retail and Recreation,FALSE
2021-04-15,Workplace,-0.17,Workplace,FALSE
2021-04-15,Residential,0.04,Residential,FALSE
2021-04-16,Retail and Recreation,0.02,Retail and Recreation,FALSE
2021-04-16,Workplace,-0.18,Workplace,FALSE
2021-04-16,Residential,0.03,Residential,FALSE
2021-04-17,Retail and Recreation,0.035,Retail and Recreation,TRUE
2021-04-17,Workplace,-0.105,Workplace,TRUE
2021-04-17,Residential,-0.005,Residential,TRUE
2021-04-18,Retail and Recreation,0.055,Retail and Recreation,TRUE
2021-04-18,Workplace,-0.12,Workplace,TRUE
2021-04-18,Residential,0,Residential,TRUE
2021-04-19,Retail and Recreation,0.055,Retail and Recreation,FALSE
2021-04-19,Workplace,-0.18,Workplace,FALSE
2021-04-19,Residential,0.03,Residential,FALSE
2021-04-20,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2021-04-20,Workplace,-0.185,Workplace,FALSE
2021-04-20,Residential,0.06,Residential,FALSE
2021-04-21,Retail and Recreation,0.005,Retail and Recreation,FALSE
2021-04-21,Workplace,-0.19,Workplace,FALSE
2021-04-21,Residential,0.06,Residential,FALSE
2021-04-22,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-04-22,Workplace,-0.17,Workplace,FALSE
2021-04-22,Residential,0.04,Residential,FALSE
2021-04-23,Retail and Recreation,0.01,Retail and Recreation,FALSE
2021-04-23,Workplace,-0.18,Workplace,FALSE
2021-04-23,Residential,0.03,Residential,FALSE
2021-04-24,Retail and Recreation,0.01,Retail and Recreation,TRUE
2021-04-24,Workplace,-0.1,Workplace,TRUE
2021-04-24,Residential,0.01,Residential,TRUE
2021-04-25,Retail and Recreation,0.06,Retail and Recreation,TRUE
2021-04-25,Workplace,-0.12,Workplace,TRUE
2021-04-25,Residential,0,Residential,TRUE
2021-04-26,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-04-26,Workplace,-0.17,Workplace,FALSE
2021-04-26,Residential,0.03,Residential,FALSE
2021-04-27,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-04-27,Workplace,-0.18,Workplace,FALSE
2021-04-27,Residential,0.02,Residential,FALSE
2021-04-28,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-04-28,Workplace,-0.19,Workplace,FALSE
2021-04-28,Residential,0.04,Residential,FALSE
2021-04-29,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-04-29,Workplace,-0.17,Workplace,FALSE
2021-04-29,Residential,0.05,Residential,FALSE
2021-04-30,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-04-30,Workplace,-0.18,Workplace,FALSE
2021-04-30,Residential,0.02,Residential,FALSE
2021-05-01,Retail and Recreation,0.05,Retail and Recreation,TRUE
2021-05-01,Workplace,-0.1,Workplace,TRUE
2021-05-01,Residential,-0.02,Residential,TRUE
2021-05-02,Retail and Recreation,0.055,Retail and Recreation,TRUE
2021-05-02,Workplace,-0.11,Workplace,TRUE
2021-05-02,Residential,-0.01,Residential,TRUE
2021-05-03,Retail and Recreation,0.065,Retail and Recreation,FALSE
2021-05-03,Workplace,-0.175,Workplace,FALSE
2021-05-03,Residential,0.04,Residential,FALSE
2021-05-04,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-05-04,Workplace,-0.17,Workplace,FALSE
2021-05-04,Residential,0.05,Residential,FALSE
2021-05-05,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-05-05,Workplace,-0.16,Workplace,FALSE
2021-05-05,Residential,0.02,Residential,FALSE
2021-05-06,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-05-06,Workplace,-0.17,Workplace,FALSE
2021-05-06,Residential,0.04,Residential,FALSE
2021-05-07,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-05-07,Workplace,-0.17,Workplace,FALSE
2021-05-07,Residential,0.03,Residential,FALSE
2021-05-08,Retail and Recreation,0.09,Retail and Recreation,TRUE
2021-05-08,Workplace,-0.1,Workplace,TRUE
2021-05-08,Residential,-0.02,Residential,TRUE
2021-05-09,Retail and Recreation,0.02,Retail and Recreation,TRUE
2021-05-09,Workplace,-0.15,Workplace,TRUE
2021-05-09,Residential,0.01,Residential,TRUE
2021-05-10,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-05-10,Workplace,-0.18,Workplace,FALSE
2021-05-10,Residential,0.04,Residential,FALSE
2021-05-11,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-05-11,Workplace,-0.17,Workplace,FALSE
2021-05-11,Residential,0.03,Residential,FALSE
2021-05-12,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-05-12,Workplace,-0.18,Workplace,FALSE
2021-05-12,Residential,0.02,Residential,FALSE
2021-05-13,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-05-13,Workplace,-0.185,Workplace,FALSE
2021-05-13,Residential,0.03,Residential,FALSE
2021-05-14,Retail and Recreation,0.04,Retail and Recreation,FALSE
2021-05-14,Workplace,-0.19,Workplace,FALSE
2021-05-14,Residential,0.02,Residential,FALSE
2021-05-15,Retail and Recreation,0.02,Retail and Recreation,TRUE
2021-05-15,Workplace,-0.13,Workplace,TRUE
2021-05-15,Residential,-0.02,Residential,TRUE
2021-05-16,Retail and Recreation,0.07,Retail and Recreation,TRUE
2021-05-16,Workplace,-0.11,Workplace,TRUE
2021-05-16,Residential,-0.01,Residential,TRUE
2021-05-17,Retail and Recreation,0.05,Retail and Recreation,FALSE
2021-05-17,Workplace,-0.17,Workplace,FALSE
2021-05-17,Residential,0.04,Residential,FALSE
2021-05-18,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-05-18,Workplace,-0.16,Workplace,FALSE
2021-05-18,Residential,0.03,Residential,FALSE
2021-05-19,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-05-19,Workplace,-0.18,Workplace,FALSE
2021-05-19,Residential,0.03,Residential,FALSE
2021-05-20,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-05-20,Workplace,-0.18,Workplace,FALSE
2021-05-20,Residential,0.02,Residential,FALSE
2021-05-21,Retail and Recreation,0.05,Retail and Recreation,FALSE
2021-05-21,Workplace,-0.18,Workplace,FALSE
2021-05-21,Residential,0.01,Residential,FALSE
2021-05-22,Retail and Recreation,0.03,Retail and Recreation,TRUE
2021-05-22,Workplace,-0.1,Workplace,TRUE
2021-05-22,Residential,-0.03,Residential,TRUE
2021-05-23,Retail and Recreation,0.06,Retail and Recreation,TRUE
2021-05-23,Workplace,-0.11,Workplace,TRUE
2021-05-23,Residential,-0.01,Residential,TRUE
2021-05-24,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-05-24,Workplace,-0.18,Workplace,FALSE
2021-05-24,Residential,0.03,Residential,FALSE
2021-05-25,Retail and Recreation,0.105,Retail and Recreation,FALSE
2021-05-25,Workplace,-0.18,Workplace,FALSE
2021-05-25,Residential,0.025,Residential,FALSE
2021-05-26,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-05-26,Workplace,-0.19,Workplace,FALSE
2021-05-26,Residential,0.03,Residential,FALSE
2021-05-27,Retail and Recreation,0.125,Retail and Recreation,FALSE
2021-05-27,Workplace,-0.205,Workplace,FALSE
2021-05-27,Residential,0.03,Residential,FALSE
2021-05-28,Retail and Recreation,0.06,Retail and Recreation,FALSE
2021-05-28,Workplace,-0.26,Workplace,FALSE
2021-05-28,Residential,0.06,Residential,FALSE
2021-05-29,Retail and Recreation,-0.005,Retail and Recreation,TRUE
2021-05-29,Workplace,-0.2,Workplace,TRUE
2021-05-29,Residential,-0.01,Residential,TRUE
2021-05-30,Retail and Recreation,0.03,Retail and Recreation,TRUE
2021-05-30,Workplace,-0.19,Workplace,TRUE
2021-05-30,Residential,-0.03,Residential,TRUE
2021-05-31,Retail and Recreation,0.015,Retail and Recreation,FALSE
2021-05-31,Workplace,-0.75,Workplace,FALSE
2021-05-31,Residential,0.155,Residential,FALSE
2021-06-01,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-06-01,Workplace,-0.25,Workplace,FALSE
2021-06-01,Residential,0.04,Residential,FALSE
2021-06-02,Retail and Recreation,0.07,Retail and Recreation,FALSE
2021-06-02,Workplace,-0.24,Workplace,FALSE
2021-06-02,Residential,0.06,Residential,FALSE
2021-06-03,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-06-03,Workplace,-0.23,Workplace,FALSE
2021-06-03,Residential,0.04,Residential,FALSE
2021-06-04,Retail and Recreation,0.08,Retail and Recreation,FALSE
2021-06-04,Workplace,-0.24,Workplace,FALSE
2021-06-04,Residential,0.02,Residential,FALSE
2021-06-05,Retail and Recreation,0.04,Retail and Recreation,TRUE
2021-06-05,Workplace,-0.1,Workplace,TRUE
2021-06-05,Residential,-0.03,Residential,TRUE
2021-06-06,Retail and Recreation,0.08,Retail and Recreation,TRUE
2021-06-06,Workplace,-0.11,Workplace,TRUE
2021-06-06,Residential,-0.02,Residential,TRUE
2021-06-07,Retail and Recreation,0.09,Retail and Recreation,FALSE
2021-06-07,Workplace,-0.23,Workplace,FALSE
2021-06-07,Residential,0.05,Residential,FALSE
2021-06-08,Retail and Recreation,0.095,Retail and Recreation,FALSE
2021-06-08,Workplace,-0.24,Workplace,FALSE
2021-06-08,Residential,0.05,Residential,FALSE
2021-06-09,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-06-09,Workplace,-0.24,Workplace,FALSE
2021-06-09,Residential,0.04,Residential,FALSE
2021-06-10,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-06-10,Workplace,-0.23,Workplace,FALSE
2021-06-10,Residential,0.04,Residential,FALSE
2021-06-11,Retail and Recreation,0.05,Retail and Recreation,FALSE
2021-06-11,Workplace,-0.25,Workplace,FALSE
2021-06-11,Residential,0.03,Residential,FALSE
2021-06-12,Retail and Recreation,-0.01,Retail and Recreation,TRUE
2021-06-12,Workplace,-0.1,Workplace,TRUE
2021-06-12,Residential,-0.03,Residential,TRUE
2021-06-13,Retail and Recreation,0.06,Retail and Recreation,TRUE
2021-06-13,Workplace,-0.11,Workplace,TRUE
2021-06-13,Residential,-0.02,Residential,TRUE
2021-06-14,Retail and Recreation,0.11,Retail and Recreation,FALSE
2021-06-14,Workplace,-0.24,Workplace,FALSE
2021-06-14,Residential,0.03,Residential,FALSE
2021-06-15,Retail and Recreation,0.125,Retail and Recreation,FALSE
2021-06-15,Workplace,-0.24,Workplace,FALSE
2021-06-15,Residential,0.03,Residential,FALSE
2021-06-16,Retail and Recreation,0.13,Retail and Recreation,FALSE
2021-06-16,Workplace,-0.24,Workplace,FALSE
2021-06-16,Residential,0.02,Residential,FALSE
2021-06-17,Retail and Recreation,0.12,Retail and Recreation,FALSE
2021-06-17,Workplace,-0.26,Workplace,FALSE
2021-06-17,Residential,0.03,Residential,FALSE
2021-06-18,Retail and Recreation,0.03,Retail and Recreation,FALSE
